customer_id,age,gender,tenure_months,policy_type,annual_premium,late_payments,auto_debit,num_claims,total_claim_amount,interactions,avg_response_days,satisfaction,payment_consistency,claim_to_premium,engagement_score,renewal_prob_synthetic,renewed,last_interaction_date
102338,51,F,53,Health,15660,2,0,1,34210,4,5.9,2.8,0.963,2.185,3.28,0.5,0,2025-02-11
102339,63,F,6,Health,12026,0,0,0,0,3,5.1,4.7,1.0,0.0,4.02,0.812,1,2024-03-16
102340,51,M,33,Whole,15492,1,1,0,0,3,4.3,4.3,0.971,0.0,3.78,0.703,1,2025-02-03
102341,46,M,29,Whole,10180,0,1,0,0,1,3.1,2.9,1.0,0.0,2.14,0.79,0,2024-04-17
102342,21,F,21,Motor,5625,0,1,0,0,0,1.0,4.0,1.0,0.0,2.4,0.796,0,2025-03-17
102343,34,M,54,Health,22010,0,0,2,80572,1,3.9,3.2,1.0,3.661,2.32,0.537,0,2024-12-02
102344,52,F,56,Term,14992,0,1,0,0,3,1.2,3.2,1.0,0.0,3.12,0.907,0,2025-03-25
102345,30,M,116,Term,5013,0,0,1,10439,3,5.1,4.7,1.0,2.082,4.02,0.605,0,2024-03-08
102346,58,F,94,Health,18948,1,1,0,0,2,0.5,3.7,0.989,0.0,3.02,0.651,1,2025-09-10
102347,56,M,21,Health,16133,0,0,0,0,3,3.0,3.7,1.0,0.0,3.42,0.703,0,2024-08-07
102348,32,F,100,Motor,21161,0,1,0,0,4,4.3,3.8,1.0,0.0,3.88,0.915,1,2025-09-28
102349,72,F,55,Health,6398,0,0,1,15827,3,3.8,4.8,1.0,2.474,4.08,0.667,0,2024-08-28
102350,46,M,58,Term,7559,1,1,0,0,3,4.9,3.6,0.983,0.0,3.36,0.519,1,2024-09-15
102351,46,M,64,Health,13631,0,1,0,0,0,1.1,4.4,1.0,0.0,2.64,0.98,1,2025-01-11
102352,28,M,86,Home,14343,0,1,0,0,0,4.2,4.4,1.0,0.0,2.64,0.848,0,2024-06-27
102353,69,F,46,Term,14023,0,1,1,5270,2,2.4,2.5,1.0,0.376,2.3,0.7,1,2024-02-08
102354,49,F,84,Motor,15330,0,0,0,0,1,3.3,4.7,1.0,0.0,3.22,0.67,0,2025-01-01
102355,19,M,22,Health,9911,1,0,0,0,4,0.0,4.8,0.957,0.0,4.48,0.587,1,2024-01-12
102356,64,M,116,Motor,29648,0,0,0,0,0,5.1,4.3,1.0,0.0,2.58,0.847,1,2024-01-03
102357,31,F,60,Term,20104,1,1,0,0,0,1.0,3.4,0.984,0.0,2.04,0.707,1,2024-09-06
102358,37,F,104,Home,16668,0,0,0,0,2,3.6,3.1,1.0,0.0,2.66,0.879,1,2025-09-10
102359,39,F,11,Health,11638,0,1,1,28324,1,5.7,3.7,1.0,2.434,2.62,0.599,0,2024-09-09
102360,28,M,47,Motor,21539,0,1,1,19255,2,7.4,2.4,1.0,0.894,2.24,0.736,1,2025-06-14
102361,44,F,31,Term,24542,2,1,1,21072,0,4.5,4.1,0.938,0.859,2.46,0.393,1,2025-08-26
102362,20,F,115,Motor,25191,0,0,0,0,1,4.1,2.8,1.0,0.0,2.08,0.888,1,2025-10-31
102363,34,F,104,Motor,6676,1,1,1,18081,5,4.7,4.1,0.99,2.708,4.46,0.444,0,2025-02-28
102364,79,F,77,Health,20137,0,0,0,0,4,2.0,3.5,1.0,0.0,3.7,0.865,1,2024-05-25
102365,61,F,18,Health,5036,1,0,0,0,1,3.0,4.1,0.947,0.0,2.86,0.554,0,2025-02-19
102366,73,F,22,Motor,20968,0,1,0,0,3,4.7,3.4,1.0,0.0,3.24,0.908,0,2024-11-17
102367,45,M,56,Term,19565,0,0,0,0,1,2.6,3.7,1.0,0.0,2.62,0.696,1,2025-11-12
102368,46,F,17,Motor,19723,0,0,1,22663,3,0.0,3.2,1.0,1.149,3.12,0.615,1,2025-04-12
102369,38,M,38,Term,15831,0,1,0,0,3,5.5,4.0,1.0,0.0,3.6,0.815,1,2024-04-06
102370,64,M,25,Term,14036,0,1,0,0,1,4.4,4.5,1.0,0.0,3.1,0.884,0,2025-08-30
102371,33,M,32,Motor,14012,0,1,0,0,0,0.7,4.8,1.0,0.0,2.88,0.678,0,2024-08-03
102372,54,F,15,Term,14849,0,0,0,0,1,0.7,3.5,1.0,0.0,2.5,0.733,1,2024-06-07
102373,76,M,13,Home,17165,0,0,0,0,4,3.7,1.7,1.0,0.0,2.62,0.784,1,2025-11-23
102374,37,M,58,Motor,10186,0,1,0,0,2,10.2,3.4,1.0,0.0,2.84,0.846,1,2024-07-05
102375,23,M,90,Health,14641,1,1,0,0,4,3.1,4.4,0.989,0.0,4.24,0.521,0,2025-08-20
102376,36,M,50,Motor,16736,0,0,0,0,0,1.9,4.6,1.0,0.0,2.76,0.821,1,2024-10-07
102377,74,M,11,Motor,35021,0,1,0,0,1,0.0,5.0,1.0,0.0,3.4,0.813,1,2024-12-31
102378,22,F,13,Whole,31950,0,1,1,340,1,3.7,3.3,1.0,0.011,2.38,0.571,0,2024-02-05
102379,20,F,97,Motor,9159,1,1,0,0,0,4.4,5.0,0.99,0.0,3.0,0.703,1,2025-01-22
102380,76,M,50,Term,14997,0,0,0,0,4,2.3,3.6,1.0,0.0,3.76,0.614,1,2024-05-26
102381,18,F,101,Health,21618,0,1,0,0,2,2.7,4.2,1.0,0.0,3.32,0.846,0,2025-09-18
102382,75,F,38,Health,3488,0,1,1,469,1,2.4,4.1,1.0,0.134,2.86,0.757,1,2025-02-15
102383,77,M,1,Motor,23319,1,1,0,0,4,1.0,4.8,0.5,0.0,4.48,0.376,0,2025-02-24
102384,55,F,39,Term,7970,0,1,0,0,1,1.1,2.5,1.0,0.0,1.9,0.786,1,2024-02-25
102385,32,F,27,Whole,25034,2,1,1,1315,2,0.0,2.7,0.929,0.053,2.42,0.466,0,2024-02-11
102386,51,M,36,Health,27023,1,1,0,0,2,0.8,3.9,0.973,0.0,3.14,0.611,1,2025-10-28
102387,78,M,32,Health,10883,0,0,0,0,1,3.8,2.9,1.0,0.0,2.14,0.819,1,2025-06-28
102388,52,F,41,Motor,13509,1,1,1,35872,2,1.1,3.9,0.976,2.655,3.14,0.418,0,2025-05-12
102389,66,F,15,Motor,30935,0,1,2,2750,0,3.8,4.5,1.0,0.089,2.7,0.737,1,2024-10-24
102390,42,M,31,Term,6153,0,1,0,0,0,0.0,4.9,1.0,0.0,2.94,0.866,1,2025-11-12
102391,41,F,6,Term,36325,0,1,1,3347,2,3.7,3.1,1.0,0.092,2.66,0.667,0,2024-06-04
102392,29,M,89,Health,27125,0,1,1,2983,3,1.8,2.9,1.0,0.11,2.94,0.779,1,2025-06-09
102393,35,F,113,Health,18625,0,0,1,19645,0,1.7,4.2,1.0,1.055,2.52,0.746,0,2025-01-17
102394,32,F,52,Term,6505,0,1,0,0,4,5.6,4.5,1.0,0.0,4.3,0.916,1,2024-10-01
102395,61,M,82,Whole,7071,0,0,0,0,4,0.0,3.3,1.0,0.0,3.58,0.757,1,2025-10-31
102396,33,F,22,Whole,21036,0,1,0,0,2,4.1,3.1,1.0,0.0,2.66,0.972,1,2025-03-09
102397,44,F,31,Term,14467,1,1,0,0,2,4.6,4.4,0.969,0.0,3.44,0.558,0,2024-08-24
102398,25,M,100,Health,17344,0,0,0,0,1,2.4,4.6,1.0,0.0,3.16,0.952,1,2024-12-05
102399,77,F,73,Motor,15512,0,1,0,0,2,0.2,3.8,1.0,0.0,3.08,0.824,1,2025-07-07
102400,63,F,46,Health,17024,0,1,0,0,2,3.1,4.3,1.0,0.0,3.38,0.98,1,2025-08-23
102401,42,M,67,Motor,47682,0,0,1,11644,0,2.1,3.2,1.0,0.244,1.92,0.657,0,2024-11-16
102402,34,F,97,Term,4349,1,0,0,0,0,5.1,3.4,0.99,0.0,2.04,0.691,1,2024-05-20
102403,46,M,91,Health,16312,0,1,0,0,5,4.7,3.6,1.0,0.0,4.16,0.881,1,2025-02-05
102404,70,M,43,Health,3668,0,1,0,0,0,3.0,3.3,1.0,0.0,1.98,0.86,1,2025-09-22
102405,25,M,1,Motor,17785,1,1,1,8328,1,0.9,2.5,0.5,0.468,1.9,0.305,0,2024-04-23
102406,32,M,44,Motor,20825,0,1,0,0,1,2.8,3.3,1.0,0.0,2.38,0.98,1,2024-09-25
102407,44,F,57,Motor,18637,1,0,0,0,2,3.3,4.1,0.983,0.0,3.26,0.548,1,2025-01-07
102408,63,M,9,Motor,14692,1,1,1,9948,3,2.7,3.5,0.9,0.677,3.3,0.396,0,2025-03-23
102409,67,F,5,Term,2925,0,0,1,12108,3,2.5,4.5,1.0,4.139,3.9,0.505,1,2024-09-24
102410,69,M,79,Motor,34208,0,0,2,12080,4,1.8,3.5,1.0,0.353,3.7,0.722,1,2025-01-21
102411,24,F,114,Motor,2914,0,1,0,0,2,0.5,3.0,1.0,0.0,2.6,0.924,1,2025-02-01
102412,20,F,9,Home,31991,1,1,0,0,2,2.5,3.9,0.9,0.0,3.14,0.605,0,2024-05-23
102413,46,F,45,Motor,22566,1,1,0,0,1,3.3,4.4,0.978,0.0,3.04,0.468,1,2025-05-16
102414,61,M,92,Motor,14160,0,1,0,0,2,3.2,3.1,1.0,0.0,2.66,0.948,1,2025-07-04
102415,70,M,77,Health,19766,0,1,0,0,2,2.9,2.3,1.0,0.0,2.18,0.823,1,2024-09-23
102416,41,M,24,Motor,18623,2,0,0,0,0,0.0,4.1,0.92,0.0,2.46,0.453,1,2025-03-10
102417,77,F,109,Home,5174,0,1,0,0,0,1.4,4.4,1.0,0.0,2.64,0.898,1,2024-09-20
102418,75,M,74,Motor,5293,1,1,0,0,2,5.4,2.4,0.987,0.0,2.24,0.667,0,2025-05-09
102419,20,F,42,Health,44135,0,0,0,0,3,4.4,4.6,1.0,0.0,3.96,0.777,1,2024-06-08
102420,37,F,22,Term,15124,0,1,0,0,3,2.7,3.4,1.0,0.0,3.24,0.85,1,2024-07-31
102421,63,M,103,Motor,3318,0,0,0,0,1,3.1,3.6,1.0,0.0,2.56,0.779,1,2025-02-01
102422,32,F,60,Motor,7329,0,0,1,21731,3,0.8,3.5,1.0,2.965,3.3,0.632,0,2025-07-25
102423,42,F,86,Motor,27340,0,0,0,0,1,0.9,3.5,1.0,0.0,2.5,0.825,1,2024-06-02
102424,47,F,37,Term,5748,0,0,0,0,3,1.6,3.6,1.0,0.0,3.36,0.765,1,2025-11-10
102425,31,M,116,Motor,20511,0,0,0,0,0,2.4,4.0,1.0,0.0,2.4,0.816,1,2025-02-13
102426,24,M,39,Whole,15578,0,0,0,0,1,1.9,3.5,1.0,0.0,2.5,0.962,1,2025-04-15
102427,34,M,84,Motor,15934,0,1,1,21046,3,3.3,5.0,1.0,1.321,4.2,0.642,1,2025-07-18
102428,79,F,74,Term,14759,0,0,0,0,1,3.1,3.9,1.0,0.0,2.74,0.916,0,2025-05-25
102429,61,F,74,Motor,16706,0,1,0,0,3,3.4,4.2,1.0,0.0,3.72,0.98,1,2025-04-20
102430,37,M,90,Whole,7951,0,0,0,0,2,0.0,5.0,1.0,0.0,3.8,0.913,1,2025-01-29
102431,53,F,89,Term,45147,1,1,2,2162,1,8.1,4.5,0.989,0.048,3.1,0.469,1,2025-06-06
102432,26,M,53,Health,3450,0,0,0,0,2,3.6,5.0,1.0,0.0,3.8,0.761,1,2025-11-02
102433,55,F,120,Term,8956,0,1,0,0,3,2.3,3.6,1.0,0.0,3.36,0.884,1,2025-08-13
102434,65,F,28,Motor,10542,1,0,1,1276,3,2.2,4.4,0.966,0.121,3.84,0.405,0,2024-07-27
102435,74,F,77,Home,17959,0,0,0,0,4,3.0,4.2,1.0,0.0,4.12,0.706,0,2024-09-26
102436,77,F,15,Home,23754,1,1,0,0,1,2.1,4.0,0.938,0.0,2.8,0.653,0,2024-02-27
102437,39,M,60,Term,27102,2,1,0,0,1,1.5,4.2,0.967,0.0,2.92,0.713,1,2025-07-27
102438,71,M,60,Motor,30674,0,0,0,0,2,2.8,3.9,1.0,0.0,3.14,0.909,1,2025-07-12
102439,70,F,6,Health,13883,0,1,1,146,1,4.7,4.5,1.0,0.011,3.1,0.655,0,2024-03-13
102440,70,M,52,Home,19474,1,0,1,632,2,2.8,3.2,0.981,0.032,2.72,0.312,0,2024-07-09
102441,19,M,12,Motor,10590,0,0,0,0,1,3.4,2.9,1.0,0.0,2.14,0.833,1,2024-05-21
102442,41,F,19,Term,38115,0,0,0,0,3,5.0,4.1,1.0,0.0,3.66,0.734,1,2024-09-05
102443,25,M,96,Health,18205,0,1,1,1204,3,4.6,4.5,1.0,0.066,3.9,0.782,1,2025-09-09
102444,28,F,75,Whole,10136,0,1,0,0,0,6.4,4.3,1.0,0.0,2.58,0.896,1,2025-01-17
102445,30,F,102,Motor,10894,0,1,1,2437,3,0.0,2.5,1.0,0.224,2.7,0.651,1,2025-04-07
102446,34,F,97,Health,26325,0,1,0,0,1,1.2,4.5,1.0,0.0,3.1,0.98,1,2024-05-19
102447,25,F,2,Motor,24260,0,0,0,0,3,1.3,3.8,1.0,0.0,3.48,0.845,0,2025-02-28
102448,38,F,55,Health,16183,1,1,0,0,2,0.0,4.8,0.982,0.0,3.68,0.676,1,2025-07-24
102449,35,F,15,Home,10604,0,0,0,0,2,1.4,2.7,1.0,0.0,2.42,0.823,1,2025-03-18
102450,47,F,64,Home,10222,1,1,1,264,2,4.3,4.7,0.985,0.026,3.62,0.433,1,2025-02-09
102451,35,M,100,Health,14502,0,1,0,0,1,5.7,3.8,1.0,0.0,2.68,0.904,1,2024-02-27
102452,63,F,69,Motor,11251,1,1,1,3170,1,3.8,5.0,0.986,0.282,3.4,0.454,0,2024-04-11
102453,64,F,15,Motor,25852,0,1,0,0,1,6.8,4.1,1.0,0.0,2.86,0.738,1,2024-05-06
102454,48,M,43,Motor,9691,1,1,0,0,5,1.4,4.3,0.977,0.0,4.58,0.602,1,2024-12-17
102455,55,M,74,Term,18240,1,1,0,0,4,4.6,3.4,0.987,0.0,3.64,0.634,0,2025-01-26
102456,49,F,17,Whole,16276,1,0,0,0,1,4.3,3.6,0.944,0.0,2.56,0.498,1,2025-03-06
102457,28,M,98,Whole,4909,0,1,0,0,3,3.4,3.7,1.0,0.0,3.42,0.957,1,2024-04-20
102458,62,F,116,Health,19115,1,1,1,3670,2,2.8,3.9,0.991,0.192,3.14,0.586,1,2025-09-14
102459,42,F,24,Term,23979,1,1,1,7343,4,2.5,3.6,0.96,0.306,3.76,0.389,1,2024-06-08
102460,50,M,74,Health,2588,0,1,0,0,0,4.7,4.3,1.0,0.0,2.58,0.906,1,2024-04-15
102461,77,F,116,Motor,14325,1,0,0,0,3,4.0,4.7,0.991,0.0,4.02,0.63,1,2024-10-16
102462,55,M,30,Health,25844,0,1,1,4963,2,3.7,4.3,1.0,0.192,3.38,0.686,1,2025-11-09
102463,58,F,67,Motor,4783,0,0,0,0,5,4.1,4.0,1.0,0.0,4.4,0.873,1,2025-07-20
102464,25,M,51,Term,16767,1,1,1,15447,5,2.9,3.5,0.981,0.921,4.1,0.465,1,2024-12-13
102465,28,F,60,Motor,27493,1,1,0,0,0,4.6,1.4,0.984,0.0,0.84,0.662,1,2025-04-07
102466,39,M,101,Home,46569,0,1,1,3728,2,1.6,4.4,1.0,0.08,3.44,0.823,0,2025-08-10
102467,68,M,3,Health,17936,1,0,1,12622,5,3.2,3.2,0.75,0.704,3.92,0.214,0,2025-06-24
102468,41,M,104,Motor,21784,0,1,0,0,5,2.9,3.4,1.0,0.0,4.04,0.815,1,2025-03-13
102469,58,M,5,Term,20378,0,1,0,0,1,2.6,3.4,1.0,0.0,2.44,0.98,1,2025-08-24
102470,34,F,28,Motor,5513,0,0,1,13758,0,3.2,4.0,1.0,2.496,2.4,0.783,1,2025-09-03
102471,29,M,108,Term,58177,1,0,0,0,2,1.8,4.7,0.991,0.0,3.62,0.742,1,2025-08-23
102472,74,F,78,Health,18949,0,0,0,0,1,8.1,3.2,1.0,0.0,2.32,0.829,1,2024-02-10
102473,63,F,103,Whole,12953,0,0,0,0,1,5.4,2.6,1.0,0.0,1.96,0.87,1,2024-04-29
102474,49,F,11,Health,33100,1,0,0,0,3,5.3,4.1,0.917,0.0,3.66,0.591,0,2024-04-28
102475,32,F,72,Whole,8994,1,1,0,0,1,4.3,2.8,0.986,0.0,2.08,0.736,1,2025-04-09
102476,33,F,101,Health,20671,0,1,1,16095,2,4.9,3.4,1.0,0.779,2.84,0.763,1,2024-02-25
102477,71,M,72,Health,12152,0,1,1,4701,4,4.9,3.1,1.0,0.387,3.46,0.684,0,2024-06-22
102478,39,M,76,Motor,8765,0,0,0,0,3,2.5,3.9,1.0,0.0,3.54,0.919,1,2024-06-09
102479,45,F,15,Health,15303,0,0,0,0,4,2.4,4.2,1.0,0.0,4.12,0.845,1,2024-05-01
102480,37,F,83,Term,16783,2,1,1,37641,1,1.4,4.3,0.976,2.243,2.98,0.441,1,2025-07-14
102481,50,F,48,Whole,14058,0,1,0,0,0,4.4,3.6,1.0,0.0,2.16,0.9,1,2025-10-29
102482,27,M,46,Motor,61937,0,1,1,24936,4,0.0,4.9,1.0,0.403,4.54,0.718,1,2025-07-03
102483,57,M,28,Health,16686,0,1,0,0,3,3.8,3.2,1.0,0.0,3.12,0.828,0,2024-12-27
102484,49,M,7,Health,11789,1,1,0,0,4,2.3,2.8,0.875,0.0,3.28,0.545,1,2025-09-27
102485,67,F,104,Health,16405,0,0,1,510,2,0.0,3.0,1.0,0.031,2.6,0.643,0,2025-06-16
102486,77,F,71,Whole,23729,2,0,0,0,3,3.6,5.0,0.972,0.0,4.2,0.676,1,2025-09-10
102487,50,M,94,Whole,19856,0,0,0,0,1,2.5,2.8,1.0,0.0,2.08,0.895,1,2024-12-24
102488,19,M,82,Health,39603,1,0,0,0,2,3.8,4.8,0.988,0.0,3.68,0.688,1,2024-06-30
102489,50,F,88,Term,18005,1,1,0,0,3,2.0,3.6,0.989,0.0,3.36,0.63,0,2025-02-16
102490,50,F,6,Whole,3249,0,1,1,24693,1,0.1,4.4,1.0,7.6,3.04,0.58,1,2025-09-16
102491,58,M,58,Term,16803,0,0,0,0,4,2.7,2.0,1.0,0.0,2.8,0.85,1,2025-04-25
102492,30,F,115,Whole,16940,0,1,2,26444,0,1.3,3.5,1.0,1.561,2.1,0.734,1,2025-09-07
102493,47,F,68,Whole,28320,1,0,1,21808,2,0.0,4.3,0.986,0.77,3.38,0.354,0,2024-12-11
102494,50,F,55,Home,3849,1,1,1,1925,1,4.7,4.2,0.982,0.5,2.92,0.373,1,2024-01-19
102495,30,F,67,Health,21258,0,1,0,0,3,1.8,5.0,1.0,0.0,4.2,0.92,1,2025-08-02
102496,69,M,49,Motor,25739,0,0,0,0,0,2.7,2.6,1.0,0.0,1.56,0.687,1,2024-09-08
102497,43,M,118,Term,17033,0,1,0,0,0,0.0,4.3,1.0,0.0,2.58,0.787,1,2025-05-10
102498,39,F,51,Term,24330,0,0,0,0,1,2.1,4.0,1.0,0.0,2.8,0.813,1,2025-06-20
102499,56,M,59,Motor,7855,0,1,0,0,3,4.4,3.7,1.0,0.0,3.42,0.939,1,2024-10-28
102500,19,F,111,Health,26788,0,1,1,16118,5,0.0,3.8,1.0,0.602,4.28,0.605,1,2025-04-25
102501,55,F,6,Term,7000,1,0,0,0,1,2.7,3.3,0.857,0.0,2.38,0.535,1,2024-06-16
102502,56,F,90,Health,9964,0,1,1,3303,4,1.6,3.1,1.0,0.331,3.46,0.629,0,2024-12-16
102503,43,M,108,Health,22892,0,1,1,27515,0,4.5,4.2,1.0,1.202,2.52,0.605,0,2025-10-26
102504,63,M,51,Motor,49842,1,0,2,25770,0,2.0,4.5,0.981,0.517,2.7,0.32,1,2025-04-06
102505,75,F,38,Term,44221,0,1,1,57501,1,3.9,3.9,1.0,1.3,2.74,0.728,0,2025-07-22
102506,67,M,11,Health,19038,1,1,0,0,4,4.2,4.0,0.917,0.0,4.0,0.678,0,2025-07-24
102507,32,F,52,Motor,4877,0,1,0,0,1,2.3,3.9,1.0,0.0,2.74,0.704,1,2025-11-24
102508,51,F,93,Home,10225,2,1,0,0,3,4.0,5.0,0.979,0.0,4.2,0.49,0,2024-10-18
102509,59,M,20,Motor,12387,0,0,1,29402,0,2.5,2.8,1.0,2.374,1.68,0.629,1,2024-03-01
102510,72,F,10,Whole,2762,0,1,0,0,2,3.7,4.0,1.0,0.0,3.2,0.98,1,2024-08-20
102511,61,M,26,Motor,6908,0,0,0,0,5,1.1,3.6,1.0,0.0,4.16,0.782,1,2025-10-30
102512,66,M,48,Motor,27300,0,0,0,0,1,1.1,3.4,1.0,0.0,2.44,0.781,1,2025-03-21
102513,57,F,91,Motor,42396,0,1,0,0,5,0.7,4.7,1.0,0.0,4.82,0.98,1,2024-02-12
102514,28,F,114,Motor,30199,1,1,0,0,2,3.5,4.2,0.991,0.0,3.32,0.691,1,2025-03-24
102515,78,M,14,Home,10650,0,1,0,0,2,5.4,3.7,1.0,0.0,3.02,0.916,1,2025-07-26
102516,20,F,100,Term,23608,1,1,0,0,2,4.9,4.5,0.99,0.0,3.5,0.666,1,2025-05-13
102517,76,F,59,Term,14987,0,0,1,18979,1,2.5,3.2,1.0,1.266,2.32,0.652,1,2024-04-21
102518,23,M,12,Motor,6870,1,1,0,0,4,2.7,5.0,0.923,0.0,4.6,0.602,1,2024-08-27
102519,26,M,116,Whole,18434,0,1,0,0,3,4.6,4.0,1.0,0.0,3.6,0.933,0,2025-05-01
102520,23,F,23,Term,22209,1,1,0,0,3,5.6,4.4,0.958,0.0,3.84,0.523,1,2025-01-21
102521,26,M,85,Health,7846,1,0,0,0,4,0.0,3.2,0.988,0.0,3.52,0.71,1,2024-08-15
102522,56,F,72,Motor,5601,0,0,1,8761,1,2.0,3.4,1.0,1.564,2.44,0.676,1,2024-09-22
102523,48,F,39,Term,10806,0,1,1,5067,0,3.3,4.0,1.0,0.469,2.4,0.61,0,2025-04-11
102524,49,F,9,Motor,33204,1,1,0,0,1,2.9,2.7,0.9,0.0,2.02,0.562,1,2025-10-04
102525,58,M,88,Term,24978,1,0,2,4716,0,2.9,5.0,0.989,0.189,3.0,0.389,0,2025-10-30
102526,67,M,95,Term,11333,0,1,0,0,1,6.8,3.5,1.0,0.0,2.5,0.866,1,2024-01-07
102527,29,M,25,Health,8315,0,0,0,0,0,1.3,4.5,1.0,0.0,2.7,0.69,0,2025-06-30
102528,25,F,17,Term,14895,0,0,0,0,2,1.8,4.4,1.0,0.0,3.44,0.819,1,2025-02-12
102529,25,F,42,Motor,6608,0,1,0,0,2,1.1,5.0,1.0,0.0,3.8,0.758,1,2024-03-24
102530,67,F,29,Motor,17162,0,1,0,0,4,0.0,3.0,1.0,0.0,3.4,0.939,1,2024-08-06
102531,45,F,60,Motor,13424,0,0,0,0,3,1.7,4.1,1.0,0.0,3.66,0.935,1,2024-08-16
102532,79,M,67,Term,2647,1,1,0,0,1,1.1,4.4,0.985,0.0,3.04,0.63,0,2025-01-19
102533,37,F,85,Health,11750,0,0,0,0,0,2.4,2.8,1.0,0.0,1.68,0.818,1,2024-10-29
102534,79,F,57,Term,2807,0,0,0,0,3,4.7,3.5,1.0,0.0,3.3,0.71,1,2025-09-21
102535,64,M,72,Whole,17952,0,1,0,0,5,1.6,4.0,1.0,0.0,4.4,0.874,1,2024-10-13
102536,76,M,14,Health,6271,0,1,0,0,2,4.7,3.4,1.0,0.0,2.84,0.723,0,2025-05-09
102537,24,F,39,Motor,4360,0,0,0,0,0,4.9,2.0,1.0,0.0,1.2,0.838,1,2024-12-18
102538,28,F,16,Term,12657,0,1,0,0,3,2.8,2.4,1.0,0.0,2.64,0.784,1,2024-12-31
102539,37,M,18,Whole,11883,2,1,0,0,3,4.0,5.0,0.895,0.0,4.2,0.596,1,2024-11-17
102540,33,F,95,Home,18348,0,1,0,0,1,4.7,4.8,1.0,0.0,3.28,0.823,1,2024-03-21
102541,21,M,75,Health,6459,0,1,0,0,3,2.3,4.3,1.0,0.0,3.78,0.926,1,2025-01-12
102542,23,M,102,Home,35763,0,0,0,0,0,2.6,3.7,1.0,0.0,2.22,0.849,1,2024-02-06
102543,75,F,20,Home,24110,0,1,0,0,2,3.7,3.3,1.0,0.0,2.78,0.7,1,2025-09-15
102544,39,F,117,Health,36655,0,1,0,0,0,3.9,4.1,1.0,0.0,2.46,0.713,1,2025-03-28
102545,43,F,46,Whole,13090,1,1,0,0,1,2.9,3.0,0.979,0.0,2.2,0.582,1,2024-05-21
102546,20,M,117,Motor,7716,0,0,0,0,4,4.5,4.6,1.0,0.0,4.36,0.905,1,2024-11-02
102547,58,M,45,Term,42456,0,1,1,10924,2,2.6,4.2,1.0,0.257,3.32,0.661,1,2024-01-31
102548,77,M,4,Whole,23812,0,1,0,0,4,4.1,3.9,1.0,0.0,3.94,0.88,0,2024-03-27
102549,59,M,84,Motor,12426,0,0,0,0,2,3.8,3.6,1.0,0.0,2.96,0.971,1,2025-11-04
102550,31,M,95,Health,14527,1,0,1,1295,2,1.7,3.6,0.99,0.089,2.96,0.375,1,2025-07-13
102551,28,M,20,Term,10893,0,1,0,0,1,5.7,4.1,1.0,0.0,2.86,0.953,1,2024-12-13
102552,35,M,11,Motor,27918,0,1,1,8925,3,4.9,2.8,1.0,0.32,2.88,0.598,0,2024-01-30
102553,71,M,114,Motor,19328,0,1,0,0,1,0.9,5.0,1.0,0.0,3.4,0.886,1,2025-03-31
102554,29,F,65,Term,21002,0,1,0,0,1,4.3,3.5,1.0,0.0,2.5,0.843,1,2025-04-27
102555,40,M,108,Whole,7243,0,0,0,0,4,2.4,2.8,1.0,0.0,3.28,0.781,1,2024-03-02
102556,29,M,18,Term,13646,0,1,1,4023,1,4.5,4.5,1.0,0.295,3.1,0.719,0,2024-12-24
102557,30,F,39,Health,16945,0,0,1,20737,1,5.2,3.4,1.0,1.224,2.44,0.663,0,2024-10-16
102558,42,M,44,Motor,4650,1,0,0,0,1,4.1,3.4,0.978,0.0,2.44,0.392,0,2025-05-08
102559,62,F,97,Motor,19128,3,1,0,0,1,5.4,3.8,0.969,0.0,2.68,0.572,0,2024-06-24
102560,68,M,118,Motor,15862,1,0,1,20113,0,4.1,3.4,0.992,1.268,2.04,0.484,1,2024-02-22
102561,75,M,100,Term,26369,0,0,1,588,1,2.2,3.4,1.0,0.022,2.44,0.61,1,2024-05-03
102562,36,M,18,Term,29343,1,1,0,0,4,0.0,3.7,0.947,0.0,3.82,0.622,1,2024-01-07
102563,72,M,47,Term,48752,0,1,1,3282,2,0.7,4.9,1.0,0.067,3.74,0.641,1,2025-08-10
102564,63,F,31,Whole,16602,0,1,0,0,1,1.8,3.6,1.0,0.0,2.56,0.766,1,2025-02-21
102565,53,F,99,Term,11750,0,1,0,0,3,4.0,3.7,1.0,0.0,3.42,0.903,0,2024-09-06
102566,62,M,39,Health,6500,1,0,0,0,4,0.5,4.7,0.975,0.0,4.42,0.44,0,2025-03-07
102567,25,M,38,Term,5754,0,0,0,0,4,0.2,2.2,1.0,0.0,2.92,0.771,1,2025-04-16
102568,46,F,79,Motor,14393,1,1,0,0,2,2.1,4.3,0.988,0.0,3.38,0.719,0,2024-02-16
102569,72,M,47,Motor,5409,1,0,0,0,7,2.3,4.3,0.979,0.0,5.38,0.587,0,2025-11-07
102570,70,F,70,Health,6067,0,1,0,0,1,3.2,3.9,1.0,0.0,2.74,0.83,1,2025-02-16
102571,72,M,8,Term,14739,0,1,1,30122,0,5.5,3.5,1.0,2.044,2.1,0.537,0,2025-08-23
102572,49,F,104,Motor,11141,1,0,0,0,4,1.9,3.8,0.99,0.0,3.88,0.648,1,2024-10-03
102573,68,M,86,Home,7678,0,1,0,0,2,2.6,3.6,1.0,0.0,2.96,0.98,1,2024-02-19
