customer_id,age,annual_premium,policy_tenure,vehicle_type,gender,region,last_interaction_date,num_complaints,total_claims,income_group,renewal_prob_synthetic,renewed
1791,42,27442.958414576835,6,Car,Male,South,2024-11-05 22:58:18.129619,4,5,Medium,0.4636544975639077,0
1792,51,47356.1058844486,8,Bike,Male,North,2024-11-08 22:58:18.129622,2,9,High,0.7706913253903629,1
1793,29,47469.24604967477,8,Truck,Female,East,2025-06-13 22:58:18.129624,0,3,Low,0.7313697463455102,1
1794,59,28289.18280649986,4,Truck,Female,North,2025-05-28 22:58:18.129625,4,9,High,0.6961555660579786,1
1795,26,47947.01641996422,1,Truck,Female,South,2024-11-05 22:58:18.129634,3,5,High,0.6955002090039367,1
1796,32,50640.06417948729,7,Car,Male,North,2025-07-26 22:58:18.129636,4,0,High,0.4080252474237983,0
1797,57,39976.993574487096,6,Bike,Female,North,2025-07-21 22:58:18.129638,0,6,High,0.8555702101765359,1
1798,42,15248.699433888369,5,Truck,Male,East,2025-07-30 22:58:18.129640,1,1,Low,0.7664358718938682,1
1799,22,17892.683262361756,4,Truck,Male,North,2025-01-23 22:58:18.129642,1,5,High,0.3483522175506173,0
1800,28,20260.78701370665,6,Bike,Male,South,2025-03-29 22:58:18.129645,4,8,High,0.6635060481163806,1
1801,51,8774.638248569216,8,Truck,Female,North,2025-08-29 22:58:18.129647,4,9,Low,0.3084252429588579,0
1802,41,17843.257981456816,6,Bike,Female,West,2024-11-18 22:58:18.129649,2,2,High,0.6043446907434458,1
1803,32,14152.115010126863,3,Bike,Female,North,2025-07-09 22:58:18.129651,3,3,Low,0.40236828623787657,0
1804,55,28409.067488898927,9,Truck,Female,West,2024-11-24 22:58:18.129653,2,4,Low,0.27367237872104044,0
1805,25,54689.37777659137,3,Bike,Female,South,2024-11-26 22:58:18.129655,2,7,High,0.6222230582077204,1
1806,22,8059.858371729569,4,Bike,Female,West,2025-10-29 22:58:18.129656,1,9,Medium,0.8190082058649957,1
1807,65,43775.539588948945,5,Truck,Male,West,2025-05-28 22:58:18.129659,1,5,Low,0.2984975184803013,0
1808,43,41862.414255961405,2,Car,Female,West,2025-07-28 22:58:18.129661,0,7,Low,0.8293451551049906,1
1809,35,7553.743522474744,2,Truck,Female,West,2025-10-16 22:58:18.129663,2,2,Medium,0.2894694787724613,0
1810,23,55509.1994845364,6,Truck,Male,West,2025-08-16 22:58:18.129666,0,2,Medium,0.7193144226398862,1
1811,54,34971.387725095534,2,Car,Female,North,2024-11-14 22:58:18.129668,4,8,High,0.8927187469394726,1
1812,65,23096.080225869686,1,Bike,Female,East,2025-05-23 22:58:18.129669,0,5,Medium,0.2655760020800118,0
1813,30,45879.23784272779,8,Truck,Male,West,2025-04-06 22:58:18.129671,1,7,Low,0.34886993202120337,0
1814,45,16927.196587294777,1,Car,Female,South,2025-03-26 22:58:18.129673,2,3,Medium,0.5244888198943014,1
1815,22,42223.570548686585,6,Car,Male,South,2025-01-16 22:58:18.129675,1,4,Low,0.7163179322914262,1
1816,30,4303.250039190339,1,Truck,Male,North,2025-03-14 22:58:18.129677,4,8,High,0.8285355672282315,1
1817,34,50685.66618133777,8,Truck,Male,East,2025-04-04 22:58:18.129679,3,6,Medium,0.7103766722943232,1
1818,67,27993.90912723647,5,Car,Female,East,2025-10-23 22:58:18.129681,2,4,Medium,0.7398546076609525,1
1819,57,38928.18903276062,3,Truck,Male,West,2025-05-24 22:58:18.129683,1,6,High,0.5164953484103978,1
1820,62,14831.793548787653,5,Car,Female,South,2025-08-28 22:58:18.129685,3,8,High,0.449070847144188,0
1821,49,41270.27533418998,1,Truck,Male,South,2025-02-24 22:58:18.129687,4,2,Medium,0.5554348877210318,1
1822,46,46789.93600181004,1,Car,Female,North,2025-01-29 22:58:18.129689,3,2,Medium,0.6546680942141199,1
1823,68,29446.364839295125,4,Truck,Male,West,2025-06-13 22:58:18.129691,1,3,Medium,0.5516395232176943,1
1824,20,37828.16159558407,9,Truck,Female,South,2025-01-13 22:58:18.129693,1,9,Medium,0.7532301674643669,1
1825,57,28466.903581699116,9,Truck,Female,West,2024-11-24 22:58:18.129695,4,6,Low,0.3099520342843391,0
1826,51,53857.29941695504,1,Bike,Female,East,2025-09-13 22:58:18.129697,4,4,Medium,0.47733147949085303,0
1827,57,30876.412469830513,3,Truck,Female,West,2025-08-08 22:58:18.129699,3,4,Low,0.24655661470946133,0
1828,44,50824.905123671495,4,Car,Female,West,2025-08-29 22:58:18.129701,3,3,High,0.6700063645796952,1
1829,30,48478.419379674415,2,Car,Female,North,2025-05-18 22:58:18.129703,1,7,Low,0.7299223872045659,1
1830,62,25809.27963820468,7,Bike,Female,North,2025-05-13 22:58:18.129705,4,2,High,0.6671696927317765,1
1831,50,15344.900527733553,3,Bike,Female,East,2025-05-08 22:58:18.129706,0,1,Medium,0.8686086348092623,1
1832,23,25552.76368846672,1,Bike,Female,East,2025-06-28 22:58:18.129708,4,3,High,0.8525001148811653,1
1833,41,49920.607794962765,1,Truck,Male,West,2024-12-28 22:58:18.129710,2,7,High,0.3892910991318814,0
1834,36,15202.687077524757,3,Truck,Male,South,2025-09-21 22:58:18.129713,2,3,Low,0.3702210072191514,0
1835,33,32417.308059749463,6,Car,Male,West,2025-07-14 22:58:18.129714,4,7,High,0.21772620077132632,0
1836,57,48753.611381723356,4,Car,Male,East,2025-03-19 22:58:18.129716,3,4,Medium,0.5517977289471043,1
1837,45,22501.69355744597,1,Truck,Male,North,2024-11-05 22:58:18.129718,2,8,Medium,0.802783925647615,1
1838,50,39248.15894615645,7,Car,Female,North,2025-09-17 22:58:18.129720,1,1,High,0.31025473344770405,0
1839,65,16246.631294831242,2,Truck,Male,East,2025-03-08 22:58:18.129722,1,7,High,0.6153663355397808,1
1840,58,8338.207831353277,5,Bike,Male,West,2025-01-14 22:58:18.129725,1,6,Medium,0.7042561547339825,1
1841,30,48074.28505538567,8,Truck,Male,South,2024-12-23 22:58:18.129728,4,1,Medium,0.45738073073455227,0
1842,60,7740.1801577049955,7,Truck,Male,North,2024-11-04 22:58:18.129730,2,4,Medium,0.6920611886156187,1
1843,62,17740.120914615905,8,Truck,Female,West,2025-03-30 22:58:18.129732,3,5,Low,0.7861216487926241,1
1844,42,51596.346475851526,6,Car,Female,South,2025-05-08 22:58:18.129735,1,8,Low,0.2073568094134411,0
1845,59,22095.218650562696,7,Truck,Male,East,2025-03-04 22:58:18.129737,3,7,Medium,0.7146596533281899,1
1846,53,58436.63027182134,9,Truck,Male,West,2025-07-03 22:58:18.129738,1,6,Medium,0.619887346562332,1
1847,44,58824.591416883864,6,Truck,Male,South,2025-09-14 22:58:18.129740,4,0,Low,0.7913853378611311,1
1848,55,17560.009186306288,9,Bike,Male,West,2025-01-09 22:58:18.129742,1,9,Medium,0.2970240169956063,0
1849,24,4376.736890493647,2,Truck,Female,North,2025-10-29 22:58:18.129744,4,2,Medium,0.7649702429179617,1
1850,22,42893.67048391199,2,Truck,Female,East,2025-03-07 22:58:18.129746,2,0,Low,0.2988261851456028,0
1851,60,28157.217153603935,2,Truck,Female,North,2025-05-11 22:58:18.129748,2,9,Low,0.6094173098051303,1
1852,62,7843.664949655425,6,Car,Male,North,2025-10-15 22:58:18.129750,3,5,Low,0.389619205583871,0
1853,68,43036.32350072648,2,Bike,Female,West,2025-05-26 22:58:18.129751,1,2,Medium,0.36800509161143025,0
1854,48,3808.144728491431,3,Bike,Male,East,2024-12-21 22:58:18.129753,2,1,Medium,0.5491182094744659,1
1855,40,52471.408048550045,8,Truck,Female,West,2025-02-01 22:58:18.129755,0,9,Medium,0.7301310127880183,1
1856,59,10041.846688571615,8,Truck,Female,South,2025-07-12 22:58:18.129758,0,1,Medium,0.6516559226591574,1
1857,27,9384.08896731005,4,Car,Male,East,2025-08-12 22:58:18.129760,3,7,Low,0.8919935368894871,1
1858,49,12188.993282177902,9,Truck,Female,North,2025-10-05 22:58:18.129762,2,0,High,0.28334265127654135,0
1859,60,57695.44879253986,8,Car,Female,North,2025-02-13 22:58:18.129764,4,8,Medium,0.7052315279893508,1
1860,47,42203.82289472307,1,Truck,Male,North,2025-02-15 22:58:18.129767,0,6,Medium,0.23882917740188714,0
1861,56,48479.54905689093,8,Car,Female,West,2025-05-25 22:58:18.129769,2,0,Medium,0.45021688357192624,0
1862,48,25062.829172499674,1,Bike,Female,West,2024-11-12 22:58:18.129771,4,4,Low,0.44045108211555783,0
1863,35,21506.13819528742,4,Truck,Male,West,2025-01-29 22:58:18.129773,1,4,High,0.3793493708174596,0
1864,53,15600.072393423856,6,Car,Female,East,2025-08-11 22:58:18.129775,2,1,Medium,0.5726818709084674,1
1865,19,29877.585642119717,7,Car,Male,East,2025-09-23 22:58:18.129777,1,0,Low,0.3705433347957089,0
1866,31,34006.066544981775,4,Truck,Male,East,2024-11-13 22:58:18.129779,0,6,Medium,0.4573004297436015,0
1867,30,38642.94093185981,8,Car,Male,East,2025-04-16 22:58:18.129781,1,8,Medium,0.8016468829972709,1
1868,46,16912.873231924284,8,Truck,Male,South,2025-09-14 22:58:18.129782,0,7,Medium,0.4266016838017803,0
1869,29,57021.936692373456,9,Truck,Male,North,2024-12-24 22:58:18.129784,3,6,High,0.8901715470638127,1
1870,56,11845.992896013879,6,Car,Male,West,2025-08-26 22:58:18.129786,3,3,Low,0.39323044485622477,0
1871,19,58007.88413645192,4,Car,Male,West,2025-07-27 22:58:18.129788,0,9,High,0.8321027033827462,1
1872,49,2861.65510543522,2,Car,Male,South,2025-06-07 22:58:18.129790,4,6,Low,0.5018929343141573,1
1873,30,29905.290125377047,7,Bike,Male,North,2024-12-05 22:58:18.129792,3,7,Low,0.8352698974550503,1
1874,63,21335.33461076064,3,Truck,Male,North,2025-02-09 22:58:18.129793,4,8,Medium,0.4987550261311684,0
1875,44,28049.158007954546,3,Truck,Male,South,2025-04-14 22:58:18.129795,4,8,Medium,0.7392523390490544,1
1876,66,35098.545580885766,3,Bike,Male,East,2025-05-18 22:58:18.129797,4,4,High,0.47999832298008,0
1877,58,27264.171164737123,4,Bike,Male,North,2024-11-08 22:58:18.129799,2,4,Low,0.6346325689923195,1
1878,34,26061.117317492506,2,Car,Female,East,2025-01-12 22:58:18.129801,2,5,High,0.23604171244659192,0
1879,57,44497.95809397178,5,Truck,Male,South,2024-11-03 22:58:18.129803,4,7,Medium,0.6193000670562672,1
1880,48,41780.82395501495,3,Bike,Male,West,2025-02-04 22:58:18.129806,0,2,High,0.42116482057373195,0
1881,51,50329.73435807918,5,Bike,Male,West,2025-01-30 22:58:18.129808,3,2,Medium,0.8974010928456995,1
1882,41,16497.620911890743,7,Truck,Female,West,2025-03-19 22:58:18.129810,1,4,High,0.7674354677477999,1
1883,62,37352.65356573569,9,Truck,Male,West,2025-09-02 22:58:18.129812,2,0,High,0.2557016734472982,0
1884,52,35941.29755278552,2,Truck,Female,North,2025-05-27 22:58:18.129814,2,4,High,0.33878865747926373,0
1885,65,23444.793030615947,9,Car,Male,East,2025-06-25 22:58:18.129815,1,8,High,0.6312517659610637,1
1886,23,30191.337430355492,6,Bike,Female,West,2025-07-02 22:58:18.129818,4,4,Low,0.4102995766054568,0
1887,36,20199.364311732268,6,Car,Female,West,2024-12-20 22:58:18.129820,1,6,High,0.3490324199671275,0
1888,47,10226.97506178514,3,Truck,Female,West,2024-12-18 22:58:18.129822,4,9,Medium,0.44898602190255116,0
1889,24,14400.470218438504,9,Truck,Female,South,2025-05-30 22:58:18.129824,2,8,Low,0.2743442581495233,0
1890,27,8119.791491269663,4,Bike,Female,North,2025-04-01 22:58:18.129826,1,7,Low,0.5881306554234945,1
1891,58,41618.0353610272,5,Car,Male,South,2025-02-08 22:58:18.129828,0,4,Low,0.39810511314550673,0
1892,49,40322.18880033079,3,Car,Male,East,2025-02-20 22:58:18.129830,3,1,Low,0.8069069189945541,1
1893,51,57135.16955163262,5,Car,Male,West,2024-12-01 22:58:18.129832,3,4,Low,0.22292682654090737,0
1894,45,44321.347991539995,8,Truck,Female,North,2025-01-18 22:58:18.129834,3,9,High,0.4456593426572032,0
1895,32,5018.658647855624,8,Bike,Female,North,2025-10-16 22:58:18.129835,1,7,High,0.5847202786946271,1
1896,47,53286.220087879345,8,Car,Female,North,2025-04-24 22:58:18.129837,4,0,High,0.364614598982851,0
1897,54,52035.159450852094,6,Truck,Female,South,2025-03-16 22:58:18.129839,2,9,Medium,0.24014662199968792,0
1898,46,27712.578604816525,1,Truck,Male,South,2025-02-27 22:58:18.129841,3,3,Medium,0.2507190125262389,0
1899,39,35980.05693061945,6,Car,Female,South,2025-04-27 22:58:18.129843,1,0,High,0.3115263006104177,0
1900,21,58612.54328340609,7,Bike,Male,South,2025-01-23 22:58:18.129845,3,4,High,0.390323645360078,0
1901,37,32873.65310319365,9,Bike,Female,East,2025-06-11 22:58:18.129847,4,1,Low,0.6940142225465631,1
1902,49,54508.6660458132,8,Car,Female,West,2025-06-25 22:58:18.129849,0,1,High,0.5322514587368548,1
1903,53,6816.247952990813,8,Truck,Female,West,2025-09-05 22:58:18.129851,0,6,Medium,0.22304723811093988,0
1904,67,13081.008385103605,7,Truck,Female,South,2025-02-12 22:58:18.129853,2,3,Low,0.30852326053118906,0
1905,21,27563.786719596435,2,Car,Female,South,2025-05-18 22:58:18.129855,0,1,High,0.45754753417948196,0
1906,44,35915.89488356367,1,Truck,Male,South,2025-10-19 22:58:18.129857,0,2,Low,0.4938412766816972,0
1907,34,49341.215408042415,2,Truck,Female,East,2024-12-30 22:58:18.129858,1,2,High,0.2442021577886073,0
1908,29,59319.202678304835,6,Car,Male,East,2024-12-18 22:58:18.129860,1,1,High,0.28474143566968835,0
1909,39,24553.386795498755,2,Truck,Male,North,2025-08-30 22:58:18.129862,2,6,Low,0.383534110771417,0
1910,34,4750.106896124926,4,Car,Female,West,2025-10-18 22:58:18.129864,2,0,Low,0.7856582210985117,1
1911,27,48467.94719112884,3,Car,Female,South,2025-09-03 22:58:18.129866,1,8,Medium,0.3464393350763577,0
1912,18,37054.08170680287,6,Car,Female,North,2025-08-25 22:58:18.129867,0,4,High,0.35875625739853234,0
1913,39,13515.485814355696,8,Truck,Female,West,2025-05-01 22:58:18.129869,4,3,Medium,0.5461673928524275,1
1914,43,30700.05048404237,6,Car,Female,North,2024-11-18 22:58:18.129872,0,2,Medium,0.8240286850045395,1
1915,35,45053.99424095602,2,Truck,Female,East,2025-06-24 22:58:18.129874,0,2,High,0.5697312688746494,1
1916,67,46683.88364998134,5,Car,Male,East,2025-04-07 22:58:18.129876,4,2,High,0.25555059048745254,0
1917,31,30977.867895928197,6,Bike,Male,North,2025-01-29 22:58:18.129878,2,0,Medium,0.33050740170603243,0
1918,64,19702.44274747383,9,Truck,Female,North,2025-07-05 22:58:18.129880,1,1,Medium,0.7990604519841606,1
1919,46,58477.069758232625,6,Truck,Female,West,2025-06-17 22:58:18.129882,2,6,Medium,0.8137304932235712,1
1920,29,40475.03143547659,5,Truck,Male,South,2025-01-18 22:58:18.129884,2,2,High,0.7568174357667847,1
1921,53,25677.776122085324,1,Bike,Male,West,2024-11-11 22:58:18.129886,2,5,Low,0.5792844659078253,1
1922,52,18266.86700386984,5,Car,Male,West,2025-04-03 22:58:18.129888,1,3,High,0.5074055679331096,1
1923,69,44403.973014206604,5,Bike,Female,East,2024-12-12 22:58:18.129890,2,9,Medium,0.38775610554080797,0
1924,29,16046.639844438527,6,Car,Male,East,2025-07-06 22:58:18.129892,2,4,Low,0.5834559505636201,1
1925,24,11959.179360473914,7,Car,Female,North,2024-12-22 22:58:18.129894,3,7,High,0.6779744750571544,1
1926,46,32730.365559800077,4,Car,Female,East,2025-06-01 22:58:18.129898,0,1,Low,0.6194780202701557,1
1927,28,18819.26877336023,7,Car,Male,West,2024-12-06 22:58:18.129900,3,9,Low,0.3578899165051569,0
1928,50,38476.49840556967,5,Car,Male,North,2025-09-19 22:58:18.129902,1,4,Medium,0.8321731859298829,1
1929,23,8840.443142705542,6,Bike,Male,North,2025-08-06 22:58:18.129903,4,1,High,0.47330370308896413,0
1930,64,39986.58406490465,4,Truck,Female,East,2025-07-03 22:58:18.129905,4,8,High,0.8194247324468436,1
1931,32,18431.19862386673,8,Bike,Female,South,2025-03-26 22:58:18.129907,3,1,Low,0.4782138944918138,0
1932,49,2014.0901972017384,9,Truck,Male,East,2024-11-20 22:58:18.129910,3,0,High,0.22691820358348863,0
1933,68,9362.291345102229,2,Truck,Female,North,2025-06-13 22:58:18.129912,3,3,High,0.7165678640826021,1
1934,28,56149.691914435454,4,Truck,Male,North,2025-02-23 22:58:18.129914,0,6,High,0.8440974341030953,1
1935,40,52306.569068690755,8,Bike,Female,South,2025-08-31 22:58:18.129916,1,1,High,0.3783320940766734,0
1936,43,15549.323858101738,8,Car,Male,West,2025-03-29 22:58:18.129918,2,9,Medium,0.579738196204739,1
1937,51,47145.57046363849,9,Car,Female,North,2025-08-17 22:58:18.129920,3,8,Medium,0.7653330611132183,1
1938,63,37297.152404090506,3,Truck,Male,South,2025-02-25 22:58:18.129922,0,0,High,0.42475970910020644,0
1939,51,58312.47326409243,1,Car,Female,West,2025-09-14 22:58:18.129924,4,0,High,0.4003224060514182,0
1940,46,23669.128252975428,9,Car,Female,East,2025-07-29 22:58:18.129926,4,7,High,0.4877456422948441,0
1941,21,41524.71552599593,1,Bike,Female,South,2024-12-21 22:58:18.129927,4,4,High,0.5854024035174827,1
1942,34,5685.071900587278,3,Car,Male,West,2025-05-13 22:58:18.129929,3,8,High,0.586773295535968,1
1943,52,24982.346115351545,3,Car,Female,North,2025-01-06 22:58:18.129932,4,7,Medium,0.5404487630922479,1
1944,30,57901.424348914465,9,Bike,Female,North,2025-04-04 22:58:18.129934,4,5,Low,0.7742370180554705,1
1945,58,33260.890718106995,1,Car,Male,South,2025-08-17 22:58:18.129935,4,3,Low,0.30704321595303324,0
1946,56,18697.011193420985,7,Truck,Male,East,2025-03-06 22:58:18.129937,2,5,Low,0.2596129865972146,0
1947,32,8975.715861459197,2,Bike,Female,South,2025-07-13 22:58:18.129940,4,1,Medium,0.31799326088032864,0
1948,46,42804.64373052876,7,Car,Female,North,2025-07-16 22:58:18.129945,0,4,Medium,0.6928033557250828,1
1949,46,39401.65051892416,1,Car,Male,West,2025-04-10 22:58:18.129947,3,9,High,0.3016712437190611,0
1950,28,23688.44538901893,8,Bike,Female,East,2025-09-10 22:58:18.129948,2,2,Medium,0.4259781396404704,0
1951,69,57154.598408218386,2,Truck,Female,West,2025-06-04 22:58:18.129950,2,2,Medium,0.8157765010357065,1
1952,49,3287.7631532953183,3,Bike,Male,South,2025-06-15 22:58:18.129952,3,0,High,0.2981602726388661,0
1953,19,19615.983394645897,8,Truck,Male,South,2025-04-10 22:58:18.129954,4,7,High,0.5697217968449133,1
1954,64,55422.03020537572,3,Bike,Male,West,2025-01-21 22:58:18.129956,4,9,High,0.5542286328156145,1
1955,31,20614.25542252754,1,Car,Female,West,2024-12-29 22:58:18.129957,1,2,Low,0.2238323283892693,0
1956,37,16630.664363599884,9,Bike,Female,West,2025-04-01 22:58:18.129959,4,0,Low,0.2807904189807812,0
1957,39,32984.783776012344,8,Bike,Male,South,2024-11-03 22:58:18.129961,0,3,High,0.8652746970552796,1
1958,28,49780.501495391196,4,Truck,Male,West,2025-08-07 22:58:18.129963,4,0,High,0.8727178974647063,1
1959,44,7982.512130944941,8,Bike,Female,North,2025-01-19 22:58:18.129964,3,0,Low,0.8122608652661618,1
1960,20,56695.2011594527,5,Truck,Male,West,2025-02-16 22:58:18.129966,4,0,High,0.5023023162570703,1
1961,34,48114.22710850751,3,Bike,Female,North,2025-01-13 22:58:18.129968,3,1,High,0.6150589937732002,1
1962,61,12512.514821990013,1,Car,Male,North,2025-04-21 22:58:18.129970,2,0,Low,0.7769061854811943,1
1963,45,43296.461749493435,5,Bike,Male,West,2025-06-12 22:58:18.129972,1,5,Medium,0.6733011973369646,1
1964,46,24327.605912978313,6,Car,Female,East,2025-05-01 22:58:18.129974,2,6,High,0.8265928487970191,1
1965,38,25333.091328426483,4,Truck,Female,East,2025-08-28 22:58:18.129976,3,0,Low,0.42101860646543576,0
1966,64,47430.82536145425,7,Truck,Male,East,2025-10-07 22:58:18.129977,1,9,Low,0.6369052000011695,1
1967,33,57841.51886288247,3,Truck,Female,North,2024-12-17 22:58:18.129979,2,0,Low,0.5969271513977842,1
1968,54,9346.040625137248,7,Truck,Female,East,2025-07-19 22:58:18.129981,4,9,Medium,0.8892164330890895,1
1969,37,26396.553738971525,1,Bike,Male,East,2025-06-24 22:58:18.129996,4,8,High,0.814654006799507,1
1970,23,29894.613268889603,7,Bike,Female,West,2025-05-21 22:58:18.129998,1,8,High,0.31563367160519357,0
1971,36,23826.08538338986,1,Bike,Female,South,2025-02-12 22:58:18.130000,2,0,High,0.24122499131925607,0
1972,22,23064.969175541053,1,Car,Female,North,2025-08-04 22:58:18.130002,0,7,Medium,0.5124819921472887,1
1973,20,5031.582718572599,2,Bike,Female,South,2025-08-19 22:58:18.130003,0,2,Low,0.5818611412443441,1
1974,18,41761.23999263215,2,Car,Male,North,2024-11-30 22:58:18.130005,0,6,Low,0.7529063184268334,1
1975,55,27300.436192962632,4,Car,Male,North,2025-01-13 22:58:18.130008,2,0,High,0.31180895609204234,0
1976,32,13298.040553347751,1,Bike,Male,East,2025-04-27 22:58:18.130009,2,6,Medium,0.843949257635711,1
1977,51,49329.94313351997,4,Car,Male,West,2025-09-04 22:58:18.130011,2,0,Low,0.6001103689867271,1
1978,52,48548.52339279442,2,Truck,Male,South,2025-02-28 22:58:18.130013,3,2,Medium,0.7899233245982407,1
1979,66,30210.71442915584,4,Bike,Female,South,2025-05-19 22:58:18.130015,0,6,High,0.7855337978639245,1
1980,42,19310.13834657011,4,Bike,Female,East,2025-06-13 22:58:18.130017,0,0,Medium,0.8663051402519759,1
1981,41,39009.37809619424,9,Car,Female,South,2025-07-19 22:58:18.130019,0,8,High,0.6611147702207232,1
1982,29,18712.823875089376,9,Bike,Male,South,2025-03-16 22:58:18.130021,3,4,Medium,0.7486775684326976,1
1983,35,15688.459958775298,1,Bike,Male,North,2025-09-29 22:58:18.130023,3,1,Medium,0.7743690699373458,1
1984,32,44369.849933526944,5,Car,Male,West,2025-05-21 22:58:18.130024,2,3,Low,0.5276820986793649,1
1985,61,4338.8639038151405,7,Bike,Female,West,2025-01-01 22:58:18.130026,0,7,Low,0.502595918325686,1
1986,33,7496.571320006449,4,Bike,Female,South,2025-04-26 22:58:18.130031,0,3,Medium,0.8626307586528095,1
1987,44,2393.714093368207,5,Bike,Female,South,2025-09-15 22:58:18.130033,4,9,Low,0.24688015190856782,0
1988,25,10870.704815574716,2,Car,Male,North,2025-04-30 22:58:18.130035,4,4,High,0.8670609378109093,1
1989,63,6001.420505206648,3,Bike,Male,East,2025-03-29 22:58:18.130037,4,1,High,0.6049382165737422,1
1990,42,59756.53733123528,7,Bike,Female,North,2025-10-14 22:58:18.130038,3,4,Low,0.40627703271422927,0
1991,34,18750.978257337196,7,Bike,Female,East,2025-05-09 22:58:18.130040,2,6,Low,0.5900419284491283,1
1992,46,10657.544734816342,4,Truck,Female,East,2025-08-03 22:58:18.130042,1,8,Low,0.6464539948044767,1
1993,25,15977.78296376324,1,Bike,Male,North,2025-03-03 22:58:18.130044,0,7,Medium,0.277550528770392,0
1994,32,56295.283149327806,1,Car,Male,West,2024-11-21 22:58:18.130045,4,9,Medium,0.6689471775402192,1
1995,44,32169.29293541495,4,Truck,Female,North,2025-04-02 22:58:18.130047,0,5,High,0.8318052340242765,1
1996,63,23159.4495858557,4,Car,Female,East,2025-03-23 22:58:18.130048,0,8,Medium,0.8799063780030971,1
1997,67,52656.704558734724,6,Bike,Male,West,2025-09-21 22:58:18.130050,0,6,Low,0.6198520582241946,1
1998,69,24909.435691843883,7,Bike,Female,West,2025-05-17 22:58:18.130051,2,2,Medium,0.42893139648834955,0
1999,24,21430.497057546356,9,Bike,Female,North,2025-08-28 22:58:18.130053,0,0,Medium,0.5944307373721301,1
2000,20,14022.386307884663,9,Truck,Male,West,2025-03-11 22:58:18.130055,2,4,Medium,0.2019933113838334,0
2001,46,23912.215786745866,5,Bike,Female,West,2025-04-05 22:58:18.130056,1,8,Low,0.8434673527753398,1
2002,61,20367.69264898171,3,Car,Female,North,2025-01-25 22:58:18.130057,1,7,Medium,0.7492472952106153,1
2003,41,41283.62963929218,3,Truck,Female,South,2024-12-31 22:58:18.130059,3,5,Medium,0.31650764664739667,0
2004,20,18795.796870902173,6,Car,Male,West,2024-12-09 22:58:18.130061,0,7,Medium,0.6265567827579909,1
2005,37,35477.585292508564,1,Car,Female,North,2025-06-17 22:58:18.130063,4,7,Low,0.214420802555858,0
2006,63,5821.745571854417,7,Car,Female,North,2025-10-01 22:58:18.130064,3,2,Medium,0.3512292641973951,0
2007,32,13094.771088397833,3,Car,Male,South,2025-04-08 22:58:18.130066,3,5,High,0.3190084204728763,0
2008,42,25629.505753458227,5,Car,Female,West,2025-05-02 22:58:18.130068,1,6,High,0.3093049213017353,0
2009,47,56343.05672670434,7,Bike,Female,East,2025-01-26 22:58:18.130070,4,1,Low,0.5864711076001318,1
2010,31,23880.615171510333,7,Car,Male,East,2025-05-25 22:58:18.130072,0,6,Low,0.8750985630082961,1
2011,24,40516.29902959038,9,Car,Female,West,2025-10-02 22:58:18.130074,0,9,Medium,0.2912359798008895,0
2012,34,16795.058900441094,1,Bike,Female,West,2025-07-06 22:58:18.130078,1,5,Low,0.8109710091061817,1
2013,61,9367.94740644744,3,Truck,Female,North,2025-10-30 22:58:18.130080,2,1,Medium,0.2575801163991522,0
2014,37,5395.122804642908,9,Bike,Male,North,2025-03-27 22:58:18.130081,1,1,Medium,0.25798932931326013,0
2015,53,19713.982915479577,8,Truck,Female,East,2025-04-13 22:58:18.130083,4,5,Medium,0.6396542339249185,1
2016,26,11144.339554220662,2,Car,Male,West,2025-10-08 22:58:18.130085,2,2,Medium,0.602154107191428,1
2017,55,12092.605984935204,8,Bike,Male,North,2025-02-13 22:58:18.130086,4,5,Low,0.4409597545276638,0
2018,65,46124.039886443104,8,Truck,Male,East,2025-06-26 22:58:18.130109,0,8,High,0.5733719420137089,1
2019,39,2918.6081148027047,2,Truck,Male,East,2025-03-01 22:58:18.130111,2,9,Low,0.7284413525507625,1
2020,19,34352.9872926552,8,Bike,Male,South,2025-07-06 22:58:18.130112,4,0,Medium,0.7413062985042831,1
2021,41,24008.76007442096,3,Bike,Male,West,2025-04-19 22:58:18.130115,0,2,High,0.20838942296575885,0
2022,25,31379.899994695737,7,Bike,Male,South,2025-06-14 22:58:18.130116,4,1,Medium,0.2546582594739124,0
2023,28,34644.15375844697,9,Bike,Female,North,2025-07-07 22:58:18.130118,2,2,Medium,0.20240137285961993,0
2024,30,20175.326278522134,4,Bike,Female,North,2025-06-15 22:58:18.130120,0,1,Medium,0.21094910191152627,0
2025,34,19116.313890688547,6,Car,Male,East,2025-02-08 22:58:18.130122,4,2,Medium,0.7877470508052471,1
2026,25,44537.30726142453,9,Car,Female,North,2024-12-22 22:58:18.130124,3,3,High,0.2584870112694977,0
2027,38,52534.065311027116,5,Bike,Female,South,2024-12-10 22:58:18.130126,2,6,Low,0.6977043503932399,1
2028,35,13169.734682594617,1,Bike,Female,West,2025-03-15 22:58:18.130128,2,1,Low,0.8860229796281287,1
2029,47,7661.888111038639,3,Car,Male,East,2025-08-28 22:58:18.130130,2,1,Low,0.7746366415689423,1
2030,35,54072.15677073751,9,Truck,Female,East,2024-12-03 22:58:18.130132,0,1,High,0.24647705734266567,0
2031,63,22293.93689154912,3,Car,Male,North,2025-08-21 22:58:18.130135,2,5,High,0.8257154885241453,1
